form,ingr,month,revenue
Softgels,Boswellia,may,0.165013
Tablets,Boswellia,may,0.725068
Capsules,Boswellia,may,1.725684
Powder,Boswellia,may,0.086144
Other,Boswellia,may,0.006409
Gummy,Gotu Kola,may,0.0
Softgels,Gotu Kola,may,0.0
Tablets,Gotu Kola,may,0.320306
Capsules,Gotu Kola,may,0.142114
Powder,Gotu Kola,may,0.013626
Other,Gotu Kola,may,0.0
Gummy,Hawthorn,may,0.0
Softgels,Hawthorn,may,0.0
Tablets,Hawthorn,may,0.588296
Capsules,Hawthorn,may,0.4016136433333333
Powder,Hawthorn,may,0.004118
Other,Hawthorn,may,0.014795
Gummy,Tongkat Ali,may,0.0
Softgels,Tongkat Ali,may,0.0
Tablets,Tongkat Ali,may,0.0
Capsules,Tongkat Ali,may,0.10278
Powder,Tongkat Ali,may,0.234302
Other,Tongkat Ali,may,0.0
Gummy,Eurycoma longifolia,may,0.0
Softgels,Eurycoma longifolia,may,0.0
Tablets,Eurycoma longifolia,may,0.0
Capsules,Eurycoma longifolia,may,0.024464
Powder,Eurycoma longifolia,may,0.0
Other,Eurycoma longifolia,may,0.0
Gummy,Fadogia agrestis,may,0.0
Softgels,Fadogia agrestis,may,0.0
Tablets,Fadogia agrestis,may,0.0
Capsules,Fadogia agrestis,may,0.0
Powder,Fadogia agrestis,may,0.0
Other,Fadogia agrestis,may,0.0
Gummy,L-Glutathione,may,0.0
Softgels,L-Glutathione,may,0.164245
Tablets,L-Glutathione,may,0.053957
Capsules,L-Glutathione,may,0.630354
Powder,L-Glutathione,may,0.017896
Other,L-Glutathione,may,0.0
Gummy,Coleus forskohlii,may,0.0
Softgels,Coleus forskohlii,may,0.0
Tablets,Coleus forskohlii,may,0.0
Capsules,Coleus forskohlii,may,0.408141
Powder,Coleus forskohlii,may,0.015706
Other,Coleus forskohlii,may,0.0
Gummy,DHEA,may,0.0
Softgels,DHEA,may,0.0
Tablets,DHEA,may,0.204837
Capsules,DHEA,may,0.208854
Powder,DHEA,may,0.0
Other,DHEA,may,0.0
Gummy,Protein,may,0.0
Softgels,Protein,may,0.030492
Tablets,Protein,may,0.0
Capsules,Protein,may,0.0
Powder,Protein,may,3.344687
Other,Protein,may,0.0
Gummy,Nitric Oxide,may,0.0
Softgels,Nitric Oxide,may,0.0
Tablets,Nitric Oxide,may,0.207069
Capsules,Nitric Oxide,may,0.301066
Powder,Nitric Oxide,may,2.235887
Other,Nitric Oxide,may,0.0
Gummy,Olive Leaf,may,0.0
Softgels,Olive Leaf,may,0.8169793000000001
Tablets,Olive Leaf,may,0.0
Capsules,Olive Leaf,may,1.423945
Powder,Olive Leaf,may,0.007301
Other,Olive Leaf,may,0.008815
Gummy,Tart Cherry,may,0.10015
Softgels,Tart Cherry,may,0.0
Tablets,Tart Cherry,may,0.226446
Capsules,Tart Cherry,may,0.725776
Powder,Tart Cherry,may,0.0
Other,Tart Cherry,may,0.0
Gummy,Neem,may,0.0
Softgels,Neem,may,0.0
Tablets,Neem,may,0.022355
Capsules,Neem,may,0.084105
Powder,Neem,may,0.09683
Other,Neem,may,0.034941
Gummy,Pycnogenol,may,0.0
Softgels,Pycnogenol,may,0.0
Tablets,Pycnogenol,may,0.006428
Capsules,Pycnogenol,may,0.37854
Powder,Pycnogenol,may,0.00108
Other,Pycnogenol,may,0.0
Gummy,Vitamin K,may,0.95494738
Softgels,Vitamin K,may,0.484394
Tablets,Vitamin K,may,1.102042
Capsules,Vitamin K,may,2.740563
Powder,Vitamin K,may,0.034673
Other,Vitamin K,may,0.013022
Gummy,Sea_Moss,jun,0.31002194999999994
Softgels,Sea_Moss,jun,0.074994
Tablets,Sea_Moss,jun,0.496279
Capsules,Sea_Moss,jun,1.09421144
Powder,Sea_Moss,jun,0.622303
Other,Sea_Moss,jun,0.033179
Gummy,ACV,jun,3.72192925
Softgels,ACV,jun,0.0
Tablets,ACV,jun,0.00369
Capsules,ACV,jun,2.547837
Powder,ACV,jun,0.2931068
Other,ACV,jun,0.001154
Gummy,Copper,jun,0.0
Softgels,Copper,jun,0.14664
Tablets,Copper,jun,1.1738386200000002
Capsules,Copper,jun,1.14744083
Powder,Copper,jun,0.006299
Other,Copper,jun,0.0
Gummy,Manganese,jun,0.0
Softgels,Manganese,jun,0.0
Tablets,Manganese,jun,1.150233
Capsules,Manganese,jun,0.83001183
Powder,Manganese,jun,0.137488
Other,Manganese,jun,0.012406
Gummy,Potassium,jun,0.222715
Softgels,Potassium,jun,0.172208
Tablets,Potassium,jun,1.077325
Capsules,Potassium,jun,1.61665
Powder,Potassium,jun,4.568969
Other,Potassium,jun,0.058597
Gummy,Melatonin,jun,0.050539
Softgels,Melatonin,jun,0.0
Tablets,Melatonin,jun,0.956198
Capsules,Melatonin,jun,0.711354
Powder,Melatonin,jun,0.001988
Other,Melatonin,jun,0.0
Gummy,Ashwagandha,jun,1.6115990566666667
Softgels,Ashwagandha,jun,0.031967
Tablets,Ashwagandha,jun,0.273608
Capsules,Ashwagandha,jun,4.896902219999999
Powder,Ashwagandha,jun,2.25232965
Other,Ashwagandha,jun,0.044292
Gummy,Collagen,jun,1.877147
Softgels,Collagen,jun,0.164598
Tablets,Collagen,jun,0.992099
Capsules,Collagen,jun,5.221966
Powder,Collagen,jun,14.461958
Other,Collagen,jun,0.051077
Gummy,Red Weed,jun,0.102029
Softgels,Red Weed,jun,0.0
Tablets,Red Weed,jun,0.0
Capsules,Red Weed,jun,0.163051
Powder,Red Weed,jun,0.138505
Other,Red Weed,jun,0.011725
Gummy,Greens,jun,0.372872
Softgels,Greens,jun,1.145029
Tablets,Greens,jun,2.187563
Capsules,Greens,jun,4.983549593333334
Powder,Greens,jun,6.8731096875
Other,Greens,jun,0.063242
Gummy,Greens_Broccoli,jun,0.356249
Softgels,Greens_Broccoli,jun,0.0
Tablets,Greens_Broccoli,jun,1.027635
Capsules,Greens_Broccoli,jun,0.456382
Powder,Greens_Broccoli,jun,0.397805
Other,Greens_Broccoli,jun,0.0
Gummy,Greens_Barley,jun,0.0
Softgels,Greens_Barley,jun,0.0
Tablets,Greens_Barley,jun,0.490816
Capsules,Greens_Barley,jun,0.152491
Powder,Greens_Barley,jun,0.670943
Other,Greens_Barley,jun,0.0
Gummy,Greens_Collard,jun,0.0
Softgels,Greens_Collard,jun,0.0
Tablets,Greens_Collard,jun,0.0
Capsules,Greens_Collard,jun,0.0
Powder,Greens_Collard,jun,0.0
Other,Greens_Collard,jun,0.0
Gummy,Greens_Chlorella,jun,0.0
Softgels,Greens_Chlorella,jun,0.089848
Tablets,Greens_Chlorella,jun,0.834913
Capsules,Greens_Chlorella,jun,0.461017
Powder,Greens_Chlorella,jun,2.123583
Other,Greens_Chlorella,jun,0.0
Gummy,Greens_Spirulina,jun,0.0
Softgels,Greens_Spirulina,jun,0.0
Tablets,Greens_Spirulina,jun,0.875402
Capsules,Greens_Spirulina,jun,0.845889
Powder,Greens_Spirulina,jun,3.912252
Other,Greens_Spirulina,jun,0.0
Gummy,Greens_Spinach,jun,0.356249
Softgels,Greens_Spinach,jun,0.0
Tablets,Greens_Spinach,jun,0.758697
Capsules,Greens_Spinach,jun,0.857842
Powder,Greens_Spinach,jun,0.409841
Other,Greens_Spinach,jun,0.024446
Gummy,Greens_Kale,jun,0.277896
Softgels,Greens_Kale,jun,0.0
Tablets,Greens_Kale,jun,0.470104
Capsules,Greens_Kale,jun,0.865002
Powder,Greens_Kale,jun,0.441345
Other,Greens_Kale,jun,0.006494
Gummy,Greens_Wheatgrass,jun,0.0
Softgels,Greens_Wheatgrass,jun,0.0
Tablets,Greens_Wheatgrass,jun,0.289866
Capsules,Greens_Wheatgrass,jun,0.062986
Powder,Greens_Wheatgrass,jun,1.1124402
Other,Greens_Wheatgrass,jun,0.0
Gummy,Greens_alfa,jun,0.0
Softgels,Greens_alfa,jun,0.0
Tablets,Greens_alfa,jun,0.609101
Capsules,Greens_alfa,jun,0.7714115933333333
Powder,Greens_alfa,jun,0.088108
Other,Greens_alfa,jun,0.003526
Gummy,Greens_Chlorophyll,jun,0.0
Softgels,Greens_Chlorophyll,jun,0.0
Tablets,Greens_Chlorophyll,jun,0.0
Capsules,Greens_Chlorophyll,jun,0.0
Powder,Greens_Chlorophyll,jun,0.0
Other,Greens_Chlorophyll,jun,0.0
Gummy,Artichoke,jun,0.0
Softgels,Artichoke,jun,0.006027
Tablets,Artichoke,jun,0.136995
Capsules,Artichoke,jun,1.665941586190476
Powder,Artichoke,jun,0.13381682
Other,Artichoke,jun,0.003609
Gummy,Brown Weed,jun,0.077861
Softgels,Brown Weed,jun,0.089848
Tablets,Brown Weed,jun,0.993889
Capsules,Brown Weed,jun,0.720949
Powder,Brown Weed,jun,0.148885
Other,Brown Weed,jun,0.028564
Gummy,Omega3,jun,4.622674
Softgels,Omega3,jun,14.3187645
Tablets,Omega3,jun,0.496214
Capsules,Omega3,jun,5.185805
Powder,Omega3,jun,0.218809
Other,Omega3,jun,0.093125
Gummy,Hemp,jun,0.99723675
Softgels,Hemp,jun,0.04133
Tablets,Hemp,jun,0.010182
Capsules,Hemp,jun,0.098356
Powder,Hemp,jun,0.022007
Other,Hemp,jun,0.027886
Gummy,Resveratrol,jun,0.0
Softgels,Resveratrol,jun,0.046739
Tablets,Resveratrol,jun,0.6185
Capsules,Resveratrol,jun,2.132639
Powder,Resveratrol,jun,0.245132
Other,Resveratrol,jun,0.015757
Gummy,Black_cohosh,jun,0.277896
Softgels,Black_cohosh,jun,0.0
Tablets,Black_cohosh,jun,0.002763
Capsules,Black_cohosh,jun,0.31645309
Powder,Black_cohosh,jun,0.000849
Other,Black_cohosh,jun,0.0
Gummy,Mushrooms,jun,0.0
Softgels,Mushrooms,jun,0.008312
Tablets,Mushrooms,jun,0.820987
Capsules,Mushrooms,jun,3.00695035
Powder,Mushrooms,jun,1.338178
Other,Mushrooms,jun,0.004306
Gummy,Superfruits,jun,2.876241
Softgels,Superfruits,jun,0.0
Tablets,Superfruits,jun,0.075631
Capsules,Superfruits,jun,1.593865
Powder,Superfruits,jun,0.512801
Other,Superfruits,jun,0.018056
Gummy,B9,jun,3.14802325
Softgels,B9,jun,0.688303
Tablets,B9,jun,3.464462
Capsules,B9,jun,7.953885
Powder,B9,jun,0.192322
Other,B9,jun,0.012406
Gummy,B7,jun,3.16328
Softgels,B7,jun,1.13008
Tablets,B7,jun,2.007204
Capsules,B7,jun,5.797056
Powder,B7,jun,0.449865
Other,B7,jun,0.027912
Gummy,B12,jun,7.86803825
Softgels,B12,jun,0.50954
Tablets,B12,jun,5.169662
Capsules,B12,jun,7.984555
Powder,B12,jun,0.410589
Other,B12,jun,0.066124
Gummy,B5,jun,0.376625
Softgels,B5,jun,0.250596
Tablets,B5,jun,1.462912
Capsules,B5,jun,2.851922
Powder,B5,jun,0.031309
Other,B5,jun,0.0
Gummy,B6,jun,3.60851825
Softgels,B6,jun,0.023747
Tablets,B6,jun,1.958724
Capsules,B6,jun,6.193350715
Powder,B6,jun,0.130373
Other,B6,jun,0.046487
Gummy,B3,jun,0.202992
Softgels,B3,jun,0.106508
Tablets,B3,jun,2.101759
Capsules,B3,jun,5.26591
Powder,B3,jun,0.738471
Other,B3,jun,0.033431
Gummy,B2,jun,0.118729
Softgels,B2,jun,0.111429
Tablets,B2,jun,1.857665
Capsules,B2,jun,3.39611
Powder,B2,jun,0.008854
Other,B2,jun,0.041351
Gummy,B8,jun,0.250976
Softgels,B8,jun,0.0
Tablets,B8,jun,1.182003
Capsules,B8,jun,2.115057
Powder,B8,jun,0.643109
Other,B8,jun,0.009342
Gummy,Phosphatidylserine,jun,0.656356
Softgels,Phosphatidylserine,jun,1.239578
Tablets,Phosphatidylserine,jun,0.0
Capsules,Phosphatidylserine,jun,1.66248283
Powder,Phosphatidylserine,jun,0.013437
Other,Phosphatidylserine,jun,0.019532
Gummy,Gaba,jun,0.0
Softgels,Gaba,jun,0.0
Tablets,Gaba,jun,0.047229
Capsules,Gaba,jun,0.197303
Powder,Gaba,jun,0.001988
Other,Gaba,jun,0.02327
Gummy,Black Pepper,jun,0.226752
Softgels,Black Pepper,jun,0.427648
Tablets,Black Pepper,jun,0.330071
Capsules,Black Pepper,jun,6.452874
Powder,Black Pepper,jun,1.75767945
Other,Black Pepper,jun,0.016543
Gummy,Fenugreek,jun,0.0
Softgels,Fenugreek,jun,0.0
Tablets,Fenugreek,jun,0.0
Capsules,Fenugreek,jun,0.175629
Powder,Fenugreek,jun,0.19606
Other,Fenugreek,jun,0.0
Gummy,Cinnamon,jun,0.009817
Softgels,Cinnamon,jun,0.025121
Tablets,Cinnamon,jun,0.188668
Capsules,Cinnamon,jun,1.5218788300000001
Powder,Cinnamon,jun,0.235005
Other,Cinnamon,jun,0.024092
Gummy,Garlic,jun,0.277896
Softgels,Garlic,jun,0.317636
Tablets,Garlic,jun,0.506353
Capsules,Garlic,jun,1.500318
Powder,Garlic,jun,0.0
Other,Garlic,jun,0.01088
Gummy,Turmeric|Curcumin,jun,0.751635
Softgels,Turmeric|Curcumin,jun,1.116312
Tablets,Turmeric|Curcumin,jun,1.61316832
Capsules,Turmeric|Curcumin,jun,11.694493736190475
Powder,Turmeric|Curcumin,jun,1.0851398
Other,Turmeric|Curcumin,jun,0.039403
Gummy,Elderberry,jun,2.795655
Softgels,Elderberry,jun,0.0
Tablets,Elderberry,jun,0.075631
Capsules,Elderberry,jun,1.150436
Powder,Elderberry,jun,0.155426
Other,Elderberry,jun,0.006442
Gummy,Echinacea,jun,0.6826095
Softgels,Echinacea,jun,0.017874
Tablets,Echinacea,jun,0.495011
Capsules,Echinacea,jun,0.552652
Powder,Echinacea,jun,0.091559
Other,Echinacea,jun,0.015053
Gummy,Milk_Thistle,jun,0.0
Softgels,Milk_Thistle,jun,0.147234
Tablets,Milk_Thistle,jun,0.073981
Capsules,Milk_Thistle,jun,3.6791465933333334
Powder,Milk_Thistle,jun,0.523567
Other,Milk_Thistle,jun,0.013449
Gummy,Omega6,jun,0.033658
Softgels,Omega6,jun,0.988328
Tablets,Omega6,jun,0.175475
Capsules,Omega6,jun,2.7548078300000003
Powder,Omega6,jun,0.8334708314285714
Other,Omega6,jun,0.1411908457142857
Gummy,Magnesium,jun,0.781079
Softgels,Magnesium,jun,0.527959
Tablets,Magnesium,jun,4.006501
Capsules,Magnesium,jun,10.28197383
Powder,Magnesium,jun,3.300157
Other,Magnesium,jun,0.067573
Gummy,Zinc,jun,7.40847979
Softgels,Zinc,jun,1.620465
Tablets,Zinc,jun,3.986071
Capsules,Zinc,jun,8.893424423333334
Powder,Zinc,jun,0.817367
Other,Zinc,jun,0.049287
Gummy,Selenium,jun,0.197033
Softgels,Selenium,jun,0.061315
Tablets,Selenium,jun,1.804157
Capsules,Selenium,jun,1.965259
Powder,Selenium,jun,0.075382
Other,Selenium,jun,0.027414
Gummy,L-Theanine,jun,0.030283
Softgels,L-Theanine,jun,0.008016
Tablets,L-Theanine,jun,0.0156
Capsules,L-Theanine,jun,2.977248
Powder,L-Theanine,jun,0.384077
Other,L-Theanine,jun,0.026389
Gummy,COQ10,jun,0.596665
Softgels,COQ10,jun,3.989718
Tablets,COQ10,jun,0.762598
Capsules,COQ10,jun,2.609089
Powder,COQ10,jun,0.0
Other,COQ10,jun,0.0
Gummy,BHB_rasp_ketones,jun,0.0
Softgels,BHB_rasp_ketones,jun,0.085795
Tablets,BHB_rasp_ketones,jun,0.0
Capsules,BHB_rasp_ketones,jun,1.485742
Powder,BHB_rasp_ketones,jun,1.04408
Other,BHB_rasp_ketones,jun,0.201312
Gummy,MCT,jun,0.0
Softgels,MCT,jun,0.325381
Tablets,MCT,jun,0.0
Capsules,MCT,jun,0.318464
Powder,MCT,jun,1.950216
Other,MCT,jun,0.0
Gummy,Green_coffee,jun,0.062108
Softgels,Green_coffee,jun,0.0
Tablets,Green_coffee,jun,0.08971
Capsules,Green_coffee,jun,0.637352
Powder,Green_coffee,jun,2.881935
Other,Green_coffee,jun,0.0
Gummy,Green_tea,jun,0.003517
Softgels,Green_tea,jun,0.017995
Tablets,Green_tea,jun,0.093384
Capsules,Green_tea,jun,4.295523
Powder,Green_tea,jun,3.126996
Other,Green_tea,jun,0.006168
Gummy,Garcinia_cambogia,jun,0.025374
Softgels,Garcinia_cambogia,jun,0.007853
Tablets,Garcinia_cambogia,jun,0.024249503999999998
Capsules,Garcinia_cambogia,jun,0.44193
Powder,Garcinia_cambogia,jun,0.063728
Other,Garcinia_cambogia,jun,0.0
Gummy,L-Carnitine,jun,0.0
Softgels,L-Carnitine,jun,0.048203
Tablets,L-Carnitine,jun,0.164087
Capsules,L-Carnitine,jun,2.1784500700000002
Powder,L-Carnitine,jun,1.7015778314285714
Other,L-Carnitine,jun,0.025866845714285717
Gummy,Kava,jun,0.0
Softgels,Kava,jun,0.0
Tablets,Kava,jun,0.0
Capsules,Kava,jun,0.141457
Powder,Kava,jun,0.125082574
Other,Kava,jun,0.035218
Gummy,Lutein,jun,0.058816
Softgels,Lutein,jun,2.8604708999999997
Tablets,Lutein,jun,0.930616
Capsules,Lutein,jun,1.299926
Powder,Lutein,jun,0.006299
Other,Lutein,jun,0.01963625
Gummy,Saw_Palmetto,jun,0.0
Softgels,Saw_Palmetto,jun,0.381832
Tablets,Saw_Palmetto,jun,0.592971
Capsules,Saw_Palmetto,jun,2.26678596
Powder,Saw_Palmetto,jun,0.110751
Other,Saw_Palmetto,jun,0.019088
Gummy,Berberine,jun,0.0
Softgels,Berberine,jun,0.0
Tablets,Berberine,jun,0.030717
Capsules,Berberine,jun,0.930209
Powder,Berberine,jun,0.0
Other,Berberine,jun,0.0
Gummy,Ginkgo_Biloba,jun,0.0
Softgels,Ginkgo_Biloba,jun,0.029282
Tablets,Ginkgo_Biloba,jun,0.537221
Capsules,Ginkgo_Biloba,jun,1.53913899
Powder,Ginkgo_Biloba,jun,0.371556
Other,Ginkgo_Biloba,jun,0.041736
Gummy,Enzymes,jun,0.033378
Softgels,Enzymes,jun,0.09958
Tablets,Enzymes,jun,2.1011668442857143
Capsules,Enzymes,jun,10.224408
Powder,Enzymes,jun,2.586668
Other,Enzymes,jun,0.0223
Gummy,L-arginine,jun,0.0
Softgels,L-arginine,jun,0.0
Tablets,L-arginine,jun,0.32719
Capsules,L-arginine,jun,0.9379211799999999
Powder,L-arginine,jun,1.604742
Other,L-arginine,jun,0.024409
Gummy,L-Glutamine,jun,0.0
Softgels,L-Glutamine,jun,0.0
Tablets,L-Glutamine,jun,0.047237
Capsules,L-Glutamine,jun,0.5178808300000001
Powder,L-Glutamine,jun,1.235832
Other,L-Glutamine,jun,0.035464
Gummy,L-Lysine,jun,0.093589
Softgels,L-Lysine,jun,0.0
Tablets,L-Lysine,jun,0.474217
Capsules,L-Lysine,jun,0.53622918
Powder,L-Lysine,jun,0.104588
Other,L-Lysine,jun,0.020104
Gummy,Creatine,jun,0.0
Softgels,Creatine,jun,0.0
Tablets,Creatine,jun,0.377206
Capsules,Creatine,jun,0.715455
Powder,Creatine,jun,3.4236236825
Other,Creatine,jun,0.12422722
Gummy,Cayenne,jun,0.0
Softgels,Cayenne,jun,0.0
Tablets,Cayenne,jun,0.002685
Capsules,Cayenne,jun,0.809689
Powder,Cayenne,jun,0.494579
Other,Cayenne,jun,0.004453
Gummy,Citrulline,jun,0.0
Softgels,Citrulline,jun,0.0
Tablets,Citrulline,jun,0.013128
Capsules,Citrulline,jun,0.2753
Powder,Citrulline,jun,1.631065
Other,Citrulline,jun,0.0
Gummy,VitaminD,jun,7.74803384
Softgels,VitaminD,jun,4.719437
Tablets,VitaminD,jun,5.93442985
Capsules,VitaminD,jun,10.164887
Powder,VitaminD,jun,0.763717
Other,VitaminD,jun,0.060636
Gummy,Iron,jun,0.470175
Softgels,Iron,jun,0.289194
Tablets,Iron,jun,3.291489
Capsules,Iron,jun,7.215926
Powder,Iron,jun,0.003523
Other,Iron,jun,0.087012
Gummy,Iodine,jun,0.480755
Softgels,Iodine,jun,0.182358
Tablets,Iodine,jun,1.134599
Capsules,Iodine,jun,1.720564
Powder,Iodine,jun,0.007376
Other,Iodine,jun,0.057531
Gummy,StJohns_Wort,jun,0.0
Softgels,StJohns_Wort,jun,0.0
Tablets,StJohns_Wort,jun,0.0
Capsules,StJohns_Wort,jun,0.52120383
Powder,StJohns_Wort,jun,0.0
Other,StJohns_Wort,jun,0.015111
Gummy,Calcium,jun,1.485407
Softgels,Calcium,jun,0.961737
Tablets,Calcium,jun,5.01006985
Capsules,Calcium,jun,7.088958
Powder,Calcium,jun,2.645371
Other,Calcium,jun,0.154608
Gummy,Caffeine,jun,0.064411
Softgels,Caffeine,jun,0.014095
Tablets,Caffeine,jun,0.6294545039999999
Capsules,Caffeine,jun,2.201582
Powder,Caffeine,jun,1.668314
Other,Caffeine,jun,0.003119
Gummy,Horny Goat,jun,0.0
Softgels,Horny Goat,jun,0.0
Tablets,Horny Goat,jun,0.0
Capsules,Horny Goat,jun,0.7546924399999999
Powder,Horny Goat,jun,0.278369
Other,Horny Goat,jun,0.021454
Gummy,Charcoal,jun,0.0
Softgels,Charcoal,jun,0.0
Tablets,Charcoal,jun,0.004908
Capsules,Charcoal,jun,0.581178
Powder,Charcoal,jun,0.018837
Other,Charcoal,jun,0.0
Gummy,5HTP,jun,0.03333
Softgels,5HTP,jun,0.006806
Tablets,5HTP,jun,0.149517
Capsules,5HTP,jun,1.7569357149999998
Powder,5HTP,jun,0.001988
Other,5HTP,jun,0.013928
Gummy,Valerian,jun,0.056236
Softgels,Valerian,jun,0.0
Tablets,Valerian,jun,0.681744
Capsules,Valerian,jun,0.649248
Powder,Valerian,jun,0.006524
Other,Valerian,jun,0.013928
Gummy,Lavender,jun,0.0
Softgels,Lavender,jun,0.0
Tablets,Lavender,jun,0.677173
Capsules,Lavender,jun,0.004331
Powder,Lavender,jun,0.235877
Other,Lavender,jun,0.001512
Gummy,Ginger,jun,0.733491
Softgels,Ginger,jun,0.054572
Tablets,Ginger,jun,1.062673
Capsules,Ginger,jun,4.157264593333333
Powder,Ginger,jun,0.9292092875000001
Other,Ginger,jun,0.029485
Gummy,Ginseng,jun,0.25706376666666664
Softgels,Ginseng,jun,0.034658
Tablets,Ginseng,jun,0.638196
Capsules,Ginseng,jun,2.8273387999999997
Powder,Ginseng,jun,1.04352265
Other,Ginseng,jun,0.041775
Gummy,Chamomile,jun,0.031661
Softgels,Chamomile,jun,0.0
Tablets,Chamomile,jun,0.090731
Capsules,Chamomile,jun,0.262192
Powder,Chamomile,jun,0.006873
Other,Chamomile,jun,0.001648
Gummy,Quercetin,jun,0.0
Softgels,Quercetin,jun,0.0
Tablets,Quercetin,jun,0.171095
Capsules,Quercetin,jun,2.108992258571429
Powder,Quercetin,jun,0.170776
Other,Quercetin,jun,0.015288
Gummy,Bromelain,jun,0.0
Softgels,Bromelain,jun,0.0
Tablets,Bromelain,jun,0.7551807342857143
Capsules,Bromelain,jun,2.1316493985714287
Powder,Bromelain,jun,0.047211
Other,Bromelain,jun,0.006236
Gummy,VitaminC,jun,10.082697900000001
Softgels,VitaminC,jun,3.179582
Tablets,VitaminC,jun,6.150155
Capsules,VitaminC,jun,16.15235065
Powder,VitaminC,jun,4.496525
Other,VitaminC,jun,0.077802
Gummy,VitaminA,jun,1.34364695
Softgels,VitaminA,jun,0.747221
Tablets,VitaminA,jun,1.604021
Capsules,VitaminA,jun,2.35231883
Powder,VitaminA,jun,0.181687
Other,VitaminA,jun,0.021778
Gummy,B1,jun,0.040376
Softgels,B1,jun,0.0
Tablets,B1,jun,0.842788
Capsules,B1,jun,2.295612
Powder,B1,jun,0.039755
Other,B1,jun,0.036852
Gummy,VitaminE,jun,2.74581995
Softgels,VitaminE,jun,4.775084
Tablets,VitaminE,jun,2.735615
Capsules,VitaminE,jun,5.633878
Powder,VitaminE,jun,0.454919
Other,VitaminE,jun,0.043695
Gummy,Choline,jun,0.297982
Softgels,Choline,jun,0.417923
Tablets,Choline,jun,1.56972
Capsules,Choline,jun,2.9797944233333333
Powder,Choline,jun,0.637619
Other,Choline,jun,0.011128
Gummy,Alpha GPC,jun,0.0
Softgels,Alpha GPC,jun,0.0
Tablets,Alpha GPC,jun,0.0
Capsules,Alpha GPC,jun,1.739428
Powder,Alpha GPC,jun,0.280508
Other,Alpha GPC,jun,0.00816
Gummy,Black Seed Oil,jun,0.009817
Softgels,Black Seed Oil,jun,0.542364
Tablets,Black Seed Oil,jun,0.0
Capsules,Black Seed Oil,jun,0.215723
Powder,Black Seed Oil,jun,0.0
Other,Black Seed Oil,jun,0.037857
Gummy,Tribulus,jun,0.0
Softgels,Tribulus,jun,0.0
Tablets,Tribulus,jun,0.021961
Capsules,Tribulus,jun,1.00774262
Powder,Tribulus,jun,0.033888
Other,Tribulus,jun,0.02659
Gummy,Probiotic,jun,2.595336
Softgels,Probiotic,jun,0.710111
Tablets,Probiotic,jun,1.788338
Capsules,Probiotic,jun,25.202238
Powder,Probiotic,jun,4.257771
Other,Probiotic,jun,0.237338
Gummy,Prebiotic,jun,1.2264925
Softgels,Prebiotic,jun,0.173255
Tablets,Prebiotic,jun,1.04765085
Capsules,Prebiotic,jun,5.280484
Powder,Prebiotic,jun,1.1114879
Other,Prebiotic,jun,0.015589
Gummy,Fiber,jun,1.9661115
Softgels,Fiber,jun,0.070172
Tablets,Fiber,jun,1.22510085
Capsules,Fiber,jun,7.143409
Powder,Fiber,jun,4.1771258200000005
Other,Fiber,jun,0.042965
Gummy,Electrolyte,jun,0.0
Softgels,Electrolyte,jun,0.0
Tablets,Electrolyte,jun,0.329301
Capsules,Electrolyte,jun,0.716538
Powder,Electrolyte,jun,4.509919
Other,Electrolyte,jun,0.0
Gummy,ALA,jun,0.0
Softgels,ALA,jun,0.13465278
Tablets,ALA,jun,0.286567
Capsules,ALA,jun,2.7515131299999998
Powder,ALA,jun,0.103526
Other,ALA,jun,0.036339
